,Cidade,Competências,Descrição_da_empresa,Empresa,Estado,Nome_da_vaga,Termo_pesquisado,Latitude,Longitude
1325,taubate,"atuara no centro automotivo, responsavel por dar suporte ao vendedor, cuidar do estoque de pecas. ensino medio completo. necessario experiencia na funcao. ter experiencia no segmento de auto pecas sera um diferencial.",,,SP,vaga de assistente de vendas em taubate - sp,analista de negocios ,-23.031448,-45.5612792
1326,campinas,"atuar na prospeccao de novos fornecedores no brasil e exterior, identificacao de novos negocios junto aos nossos clientes, solicitacao e negociacoes de cotacoes no brasil e exterior. elaboracao, apresentacao, negociacao e follow-up de propostas a clientes, organizacao e estruturacao de carteira de fornecedores, definicao junto com a diretoria de produtos alvos, identificacao, negociacao e consolidacao de novas parcerias internacionais, gestao de carteira de clientes, alimentando sempre a sua rede de fornecedores no brasil e exterior sobre estes resultados. experiencia na area de vendas e administracao de vendas.",,,SP,vaga de assistente vendas em campinas - sp,analista de negocios ,-22.90556,-47.06083
1327,vinhedo,"controlar pedidos e elabora relatorios sobre as vendas realizadas, fechadas e canceladas. acompanha os clientes na pos-venda e presta auxilio em informacoes referentes aos pedidos, datas de entrega etc. experiencia no segmento industrial. envio de roposta,pedidos,gerenciamento da carteira dos clientes.",,,SP,vaga de assistente de vendas em vinhedo - sp,analista de negocios ,-23.0295183,-46.9756292
1328,sao paulo,"a cucinare esta contratando! atuamos no segmento ha 18 anos, temos o objetivo de continuar crescendo como negocio, mantendo a nossa essencia, a nossa proximidade com cada um dos nossos clientes e a sinergia entre os nossos profissionais. e que cada um consiga espelhar-se em suas acoes os valores que cultivamos: o respeito, a atitude, a inovacao, a excelencia e a hospitalidade. porque e bom trabalhar com a gente? porque estamos em um momento de expansao dos negocios, o ambiente e de pura aprendizagem e estimula o desenvolvimento individual e organizacional. o que e para fazer? - forte atuacao na area de educacao corporativa, implementacao de escolas e trilhas de aprendizagem baseando-se na estrategia da organizacao. elaboracao de materiais de treinamentos e conducao de sala de aula. atuar como consultor interno, dando suporte aos gestores em todas as acoes relacionadas ao rh e aos funcionarios no desenvolvimento profissional e nas relacoes. ser responsavel pelo endomarketing da area de rh. participacao na construcao das politicas relacionadas a area. responsavel pelos eventos, festas e convencoes. o que e legal ter? gostar do contato com pessoas, ser guardiao dos valores organizacionais e atuar no fortalecimento da cultura. o que oferecemos? remuneracao compativel com o mercado, assistencia medica e odontologica, cesta basica, vale transporte, plr, parcerias (interclube e sesi), incentivo educacional e refeicao no local.",,,SP,vaga de analista de educacao corporativa - business partner em sao paulo - sp,analista de negocios ,-23.5506507,-46.6333824
1329,sao paulo,"facilitar e auxiliar o candidato na escolha de sua carreira dentro da instituicao, por meio de acoes de relacionamento via telefone, e-mail e pessoalmente. atuar como consultor do candidato e da familia durante todo o periodo de admissao (funil de admissoes/vendas). ensino medio completo. desejavel ensino superior completo ou cursando em marketing, administracao de empresas, economia, ou areas correlatas.",,,SP,vaga de assistente de vendas em sao paulo - sp,analista de negocios ,-23.5506507,-46.6333824
1330,sao paulo,"resgatar pedidos da multiplus / grand ecole atraves da plataforma. conferencia / cadastro de novos clientes. digitacao dos pedidos. acompanhamento todo o processo. extrair relatorios para analises diversas. ensino medio completo. pacote office. organizacao, foco no trabalho, velocidade, eficiencia na execucao e transparencia.",,,SP,vaga de assistente aminstrativo de vendas em sao paulo - sp,analista de negocios ,-23.5506507,-46.6333824
1331,sao jose do rio preto,"como sera o seu dia a dia: auxiliar gestores e atendentes das lojas da mrv. alimentar planilhas e apoiar nos relatorios referente a area comercial. auxiliar no atendimento ao cliente. dar suporte aos materiais dos atendentes de vendas. confeccao de planilhas de controle. digitacao de dados, impressao e conferencia de contratos. controle e pedido de materiais. organizacao e administracao geral do espaco. o que procuramos: pessoas comunicativas, que tenham facilidade em aprender coisas novas e que gostam de desafios. o que esperamos de voce: desejavel ensino superior cursando ou completo: relacionados a administracao, vendas e/ou gestao. dominio em pacote office e internet. competencias desejaveis: ter experiencia com atendimento ao cliente, vendas, comercial e/ou rotina administrativas. conhecimento do mercado imobiliario (diferencial). conhecimento de credito imobiliario (diferencial).",,,SP,vaga de assistente de vendas em sao jose do rio preto - sp,analista de negocios ,-20.8125851,-49.3804212
1332,sao paulo,"- receber e conferir a documentacao de empresas a serem implantadas;
 - fazer o controle de documentos e chamados do setor atraves de sistemas e planilhas;
 - ser responsavel pelo cadastro (inclusoes e alteracoes) de informacoes das empresas clientes;
 - ser responsavel por compreender tecnicamente o sistema e criar manuais/procedimentos;
 - validar descontos vigentes dos contratos;
 - tabular e scanear documentos da area;
 - demais funcoes relacionadas ao back-office da area.",,,SP,vaga de assistente ii vendas em sao paulo - sp,analista de negocios ,-23.5506507,-46.6333824
1333,jundiai,"responsavel por prestar suporte administrativo a area comercial, preparando relatorios, organizando cadastro de clientes e acompanhando negociacoes. atribuicoes / responsabilidades: realizar cadastro de novos clientes e atualizar informacoes existentes. prestar suporte na elaboracao de proposta, emissao de pedidos e orcamentos de vendas. identificar e executar atividades de suporte a equipe comercial. acompanhar os clientes na pos-venda e prestar informacoes necessarias. executar atividades administrativas da area como: planilhas, relatorios, e-mails, entre outras. experiencia na funcao. habilidade em comunicacao e trabalho em equipe. bom relacionamento interpessoal, dinamismo e motivacao. boa comunicacao verbal e escrita. desejavel ensino superior. conhecimentos no pacote office.",,,SP,vaga de assistente de vendas em jundiai - sp,analista de negocios ,-23.1887866,-46.8845122
1334,ribeirao preto,"controla pedidos e elabora relatorios sobre as vendas realizadas, fechadas e canceladas. acompanha os clientes na pos-venda e presta auxilio em informacoes referentes aos pedidos, datas de entrega etc. dominio em pacote office, caculadora hp, atendimento de cliente, elaboracao de planilhas. ensino superior cursando, administracao, contabeis ou area correlatas.",,,SP,vaga de assistente de vendas em ribeirao preto - sp,analista de negocios ,-21.178333,-47.8066671
1335,taubate,"atuara no centro automotivo, responsavel por dar suporte ao vendedor, cuidar do estoque de pecas. ensino medio completo. necessario experiencia na funcao. ter experiencia no segmento de auto pecas sera um diferencial.",,,SP,vaga de assistente de vendas em taubate - sp,analista de negocios ,-23.031448,-45.5612792
1336,campinas,"atuar na prospeccao de novos fornecedores no brasil e exterior, identificacao de novos negocios junto aos nossos clientes, solicitacao e negociacoes de cotacoes no brasil e exterior. elaboracao, apresentacao, negociacao e follow-up de propostas a clientes, organizacao e estruturacao de carteira de fornecedores, definicao junto com a diretoria de produtos alvos, identificacao, negociacao e consolidacao de novas parcerias internacionais, gestao de carteira de clientes, alimentando sempre a sua rede de fornecedores no brasil e exterior sobre estes resultados. experiencia na area de vendas e administracao de vendas.",,,SP,vaga de assistente vendas em campinas - sp,analista de negocios ,-22.90556,-47.06083
1337,vinhedo,"controlar pedidos e elabora relatorios sobre as vendas realizadas, fechadas e canceladas. acompanha os clientes na pos-venda e presta auxilio em informacoes referentes aos pedidos, datas de entrega etc. experiencia no segmento industrial. envio de roposta,pedidos,gerenciamento da carteira dos clientes.",,,SP,vaga de assistente de vendas em vinhedo - sp,analista de negocios ,-23.0295183,-46.9756292
1338,sao paulo,"a cucinare esta contratando! atuamos no segmento ha 18 anos, temos o objetivo de continuar crescendo como negocio, mantendo a nossa essencia, a nossa proximidade com cada um dos nossos clientes e a sinergia entre os nossos profissionais. e que cada um consiga espelhar-se em suas acoes os valores que cultivamos: o respeito, a atitude, a inovacao, a excelencia e a hospitalidade. porque e bom trabalhar com a gente? porque estamos em um momento de expansao dos negocios, o ambiente e de pura aprendizagem e estimula o desenvolvimento individual e organizacional. o que e para fazer? - forte atuacao na area de educacao corporativa, implementacao de escolas e trilhas de aprendizagem baseando-se na estrategia da organizacao. elaboracao de materiais de treinamentos e conducao de sala de aula. atuar como consultor interno, dando suporte aos gestores em todas as acoes relacionadas ao rh e aos funcionarios no desenvolvimento profissional e nas relacoes. ser responsavel pelo endomarketing da area de rh. participacao na construcao das politicas relacionadas a area. responsavel pelos eventos, festas e convencoes. o que e legal ter? gostar do contato com pessoas, ser guardiao dos valores organizacionais e atuar no fortalecimento da cultura. o que oferecemos? remuneracao compativel com o mercado, assistencia medica e odontologica, cesta basica, vale transporte, plr, parcerias (interclube e sesi), incentivo educacional e refeicao no local.",,,SP,vaga de analista de educacao corporativa - business partner em sao paulo - sp,analista de negocios ,-23.5506507,-46.6333824
1339,sao paulo,"facilitar e auxiliar o candidato na escolha de sua carreira dentro da instituicao, por meio de acoes de relacionamento via telefone, e-mail e pessoalmente. atuar como consultor do candidato e da familia durante todo o periodo de admissao (funil de admissoes/vendas). ensino medio completo. desejavel ensino superior completo ou cursando em marketing, administracao de empresas, economia, ou areas correlatas.",,,SP,vaga de assistente de vendas em sao paulo - sp,analista de negocios ,-23.5506507,-46.6333824
1340,sao paulo,"resgatar pedidos da multiplus / grand ecole atraves da plataforma. conferencia / cadastro de novos clientes. digitacao dos pedidos. acompanhamento todo o processo. extrair relatorios para analises diversas. ensino medio completo. pacote office. organizacao, foco no trabalho, velocidade, eficiencia na execucao e transparencia.",,,SP,vaga de assistente aminstrativo de vendas em sao paulo - sp,analista de negocios ,-23.5506507,-46.6333824
1341,sao jose do rio preto,"como sera o seu dia a dia: auxiliar gestores e atendentes das lojas da mrv. alimentar planilhas e apoiar nos relatorios referente a area comercial. auxiliar no atendimento ao cliente. dar suporte aos materiais dos atendentes de vendas. confeccao de planilhas de controle. digitacao de dados, impressao e conferencia de contratos. controle e pedido de materiais. organizacao e administracao geral do espaco. o que procuramos: pessoas comunicativas, que tenham facilidade em aprender coisas novas e que gostam de desafios. o que esperamos de voce: desejavel ensino superior cursando ou completo: relacionados a administracao, vendas e/ou gestao. dominio em pacote office e internet. competencias desejaveis: ter experiencia com atendimento ao cliente, vendas, comercial e/ou rotina administrativas. conhecimento do mercado imobiliario (diferencial). conhecimento de credito imobiliario (diferencial).",,,SP,vaga de assistente de vendas em sao jose do rio preto - sp,analista de negocios ,-20.8125851,-49.3804212
1342,sao paulo,"- receber e conferir a documentacao de empresas a serem implantadas;
 - fazer o controle de documentos e chamados do setor atraves de sistemas e planilhas;
 - ser responsavel pelo cadastro (inclusoes e alteracoes) de informacoes das empresas clientes;
 - ser responsavel por compreender tecnicamente o sistema e criar manuais/procedimentos;
 - validar descontos vigentes dos contratos;
 - tabular e scanear documentos da area;
 - demais funcoes relacionadas ao back-office da area.",,,SP,vaga de assistente ii vendas em sao paulo - sp,analista de negocios ,-23.5506507,-46.6333824
1343,jundiai,"responsavel por prestar suporte administrativo a area comercial, preparando relatorios, organizando cadastro de clientes e acompanhando negociacoes. atribuicoes / responsabilidades: realizar cadastro de novos clientes e atualizar informacoes existentes. prestar suporte na elaboracao de proposta, emissao de pedidos e orcamentos de vendas. identificar e executar atividades de suporte a equipe comercial. acompanhar os clientes na pos-venda e prestar informacoes necessarias. executar atividades administrativas da area como: planilhas, relatorios, e-mails, entre outras. experiencia na funcao. habilidade em comunicacao e trabalho em equipe. bom relacionamento interpessoal, dinamismo e motivacao. boa comunicacao verbal e escrita. desejavel ensino superior. conhecimentos no pacote office.",,,SP,vaga de assistente de vendas em jundiai - sp,analista de negocios ,-23.1887866,-46.8845122
1344,ribeirao preto,"controla pedidos e elabora relatorios sobre as vendas realizadas, fechadas e canceladas. acompanha os clientes na pos-venda e presta auxilio em informacoes referentes aos pedidos, datas de entrega etc. dominio em pacote office, caculadora hp, atendimento de cliente, elaboracao de planilhas. ensino superior cursando, administracao, contabeis ou area correlatas.",,,SP,vaga de assistente de vendas em ribeirao preto - sp,analista de negocios ,-21.178333,-47.8066671
1345,taubate,"atuara no centro automotivo, responsavel por dar suporte ao vendedor, cuidar do estoque de pecas. ensino medio completo. necessario experiencia na funcao. ter experiencia no segmento de auto pecas sera um diferencial.",,,SP,vaga de assistente de vendas em taubate - sp,analista de negocios ,-23.031448,-45.5612792
1346,campinas,"atuar na prospeccao de novos fornecedores no brasil e exterior, identificacao de novos negocios junto aos nossos clientes, solicitacao e negociacoes de cotacoes no brasil e exterior. elaboracao, apresentacao, negociacao e follow-up de propostas a clientes, organizacao e estruturacao de carteira de fornecedores, definicao junto com a diretoria de produtos alvos, identificacao, negociacao e consolidacao de novas parcerias internacionais, gestao de carteira de clientes, alimentando sempre a sua rede de fornecedores no brasil e exterior sobre estes resultados. experiencia na area de vendas e administracao de vendas.",,,SP,vaga de assistente vendas em campinas - sp,analista de negocios ,-22.90556,-47.06083
1347,vinhedo,"controlar pedidos e elabora relatorios sobre as vendas realizadas, fechadas e canceladas. acompanha os clientes na pos-venda e presta auxilio em informacoes referentes aos pedidos, datas de entrega etc. experiencia no segmento industrial. envio de roposta,pedidos,gerenciamento da carteira dos clientes.",,,SP,vaga de assistente de vendas em vinhedo - sp,analista de negocios ,-23.0295183,-46.9756292
1348,sao paulo,"a cucinare esta contratando! atuamos no segmento ha 18 anos, temos o objetivo de continuar crescendo como negocio, mantendo a nossa essencia, a nossa proximidade com cada um dos nossos clientes e a sinergia entre os nossos profissionais. e que cada um consiga espelhar-se em suas acoes os valores que cultivamos: o respeito, a atitude, a inovacao, a excelencia e a hospitalidade. porque e bom trabalhar com a gente? porque estamos em um momento de expansao dos negocios, o ambiente e de pura aprendizagem e estimula o desenvolvimento individual e organizacional. o que e para fazer? - forte atuacao na area de educacao corporativa, implementacao de escolas e trilhas de aprendizagem baseando-se na estrategia da organizacao. elaboracao de materiais de treinamentos e conducao de sala de aula. atuar como consultor interno, dando suporte aos gestores em todas as acoes relacionadas ao rh e aos funcionarios no desenvolvimento profissional e nas relacoes. ser responsavel pelo endomarketing da area de rh. participacao na construcao das politicas relacionadas a area. responsavel pelos eventos, festas e convencoes. o que e legal ter? gostar do contato com pessoas, ser guardiao dos valores organizacionais e atuar no fortalecimento da cultura. o que oferecemos? remuneracao compativel com o mercado, assistencia medica e odontologica, cesta basica, vale transporte, plr, parcerias (interclube e sesi), incentivo educacional e refeicao no local.",,,SP,vaga de analista de educacao corporativa - business partner em sao paulo - sp,analista de negocios ,-23.5506507,-46.6333824
1349,sao paulo,"facilitar e auxiliar o candidato na escolha de sua carreira dentro da instituicao, por meio de acoes de relacionamento via telefone, e-mail e pessoalmente. atuar como consultor do candidato e da familia durante todo o periodo de admissao (funil de admissoes/vendas). ensino medio completo. desejavel ensino superior completo ou cursando em marketing, administracao de empresas, economia, ou areas correlatas.",,,SP,vaga de assistente de vendas em sao paulo - sp,analista de negocios ,-23.5506507,-46.6333824
1350,sao paulo,"resgatar pedidos da multiplus / grand ecole atraves da plataforma. conferencia / cadastro de novos clientes. digitacao dos pedidos. acompanhamento todo o processo. extrair relatorios para analises diversas. ensino medio completo. pacote office. organizacao, foco no trabalho, velocidade, eficiencia na execucao e transparencia.",,,SP,vaga de assistente aminstrativo de vendas em sao paulo - sp,analista de negocios ,-23.5506507,-46.6333824
1351,sao jose do rio preto,"como sera o seu dia a dia: auxiliar gestores e atendentes das lojas da mrv. alimentar planilhas e apoiar nos relatorios referente a area comercial. auxiliar no atendimento ao cliente. dar suporte aos materiais dos atendentes de vendas. confeccao de planilhas de controle. digitacao de dados, impressao e conferencia de contratos. controle e pedido de materiais. organizacao e administracao geral do espaco. o que procuramos: pessoas comunicativas, que tenham facilidade em aprender coisas novas e que gostam de desafios. o que esperamos de voce: desejavel ensino superior cursando ou completo: relacionados a administracao, vendas e/ou gestao. dominio em pacote office e internet. competencias desejaveis: ter experiencia com atendimento ao cliente, vendas, comercial e/ou rotina administrativas. conhecimento do mercado imobiliario (diferencial). conhecimento de credito imobiliario (diferencial).",,,SP,vaga de assistente de vendas em sao jose do rio preto - sp,analista de negocios ,-20.8125851,-49.3804212
1352,sao paulo,"- receber e conferir a documentacao de empresas a serem implantadas;
 - fazer o controle de documentos e chamados do setor atraves de sistemas e planilhas;
 - ser responsavel pelo cadastro (inclusoes e alteracoes) de informacoes das empresas clientes;
 - ser responsavel por compreender tecnicamente o sistema e criar manuais/procedimentos;
 - validar descontos vigentes dos contratos;
 - tabular e scanear documentos da area;
 - demais funcoes relacionadas ao back-office da area.",,,SP,vaga de assistente ii vendas em sao paulo - sp,analista de negocios ,-23.5506507,-46.6333824
1353,jundiai,"responsavel por prestar suporte administrativo a area comercial, preparando relatorios, organizando cadastro de clientes e acompanhando negociacoes. atribuicoes / responsabilidades: realizar cadastro de novos clientes e atualizar informacoes existentes. prestar suporte na elaboracao de proposta, emissao de pedidos e orcamentos de vendas. identificar e executar atividades de suporte a equipe comercial. acompanhar os clientes na pos-venda e prestar informacoes necessarias. executar atividades administrativas da area como: planilhas, relatorios, e-mails, entre outras. experiencia na funcao. habilidade em comunicacao e trabalho em equipe. bom relacionamento interpessoal, dinamismo e motivacao. boa comunicacao verbal e escrita. desejavel ensino superior. conhecimentos no pacote office.",,,SP,vaga de assistente de vendas em jundiai - sp,analista de negocios ,-23.1887866,-46.8845122
1354,ribeirao preto,"controla pedidos e elabora relatorios sobre as vendas realizadas, fechadas e canceladas. acompanha os clientes na pos-venda e presta auxilio em informacoes referentes aos pedidos, datas de entrega etc. dominio em pacote office, caculadora hp, atendimento de cliente, elaboracao de planilhas. ensino superior cursando, administracao, contabeis ou area correlatas.",,,SP,vaga de assistente de vendas em ribeirao preto - sp,analista de negocios ,-21.178333,-47.8066671
1355,taubate,"atuara no centro automotivo, responsavel por dar suporte ao vendedor, cuidar do estoque de pecas. ensino medio completo. necessario experiencia na funcao. ter experiencia no segmento de auto pecas sera um diferencial.",,,SP,vaga de assistente de vendas em taubate - sp,analista de negocios ,-23.031448,-45.5612792
1356,campinas,"atuar na prospeccao de novos fornecedores no brasil e exterior, identificacao de novos negocios junto aos nossos clientes, solicitacao e negociacoes de cotacoes no brasil e exterior. elaboracao, apresentacao, negociacao e follow-up de propostas a clientes, organizacao e estruturacao de carteira de fornecedores, definicao junto com a diretoria de produtos alvos, identificacao, negociacao e consolidacao de novas parcerias internacionais, gestao de carteira de clientes, alimentando sempre a sua rede de fornecedores no brasil e exterior sobre estes resultados. experiencia na area de vendas e administracao de vendas.",,,SP,vaga de assistente vendas em campinas - sp,analista de negocios ,-22.90556,-47.06083
1357,vinhedo,"controlar pedidos e elabora relatorios sobre as vendas realizadas, fechadas e canceladas. acompanha os clientes na pos-venda e presta auxilio em informacoes referentes aos pedidos, datas de entrega etc. experiencia no segmento industrial. envio de roposta,pedidos,gerenciamento da carteira dos clientes.",,,SP,vaga de assistente de vendas em vinhedo - sp,analista de negocios ,-23.0295183,-46.9756292
1358,sao paulo,"a cucinare esta contratando! atuamos no segmento ha 18 anos, temos o objetivo de continuar crescendo como negocio, mantendo a nossa essencia, a nossa proximidade com cada um dos nossos clientes e a sinergia entre os nossos profissionais. e que cada um consiga espelhar-se em suas acoes os valores que cultivamos: o respeito, a atitude, a inovacao, a excelencia e a hospitalidade. porque e bom trabalhar com a gente? porque estamos em um momento de expansao dos negocios, o ambiente e de pura aprendizagem e estimula o desenvolvimento individual e organizacional. o que e para fazer? - forte atuacao na area de educacao corporativa, implementacao de escolas e trilhas de aprendizagem baseando-se na estrategia da organizacao. elaboracao de materiais de treinamentos e conducao de sala de aula. atuar como consultor interno, dando suporte aos gestores em todas as acoes relacionadas ao rh e aos funcionarios no desenvolvimento profissional e nas relacoes. ser responsavel pelo endomarketing da area de rh. participacao na construcao das politicas relacionadas a area. responsavel pelos eventos, festas e convencoes. o que e legal ter? gostar do contato com pessoas, ser guardiao dos valores organizacionais e atuar no fortalecimento da cultura. o que oferecemos? remuneracao compativel com o mercado, assistencia medica e odontologica, cesta basica, vale transporte, plr, parcerias (interclube e sesi), incentivo educacional e refeicao no local.",,,SP,vaga de analista de educacao corporativa - business partner em sao paulo - sp,analista de negocios ,-23.5506507,-46.6333824
1359,sao paulo,"facilitar e auxiliar o candidato na escolha de sua carreira dentro da instituicao, por meio de acoes de relacionamento via telefone, e-mail e pessoalmente. atuar como consultor do candidato e da familia durante todo o periodo de admissao (funil de admissoes/vendas). ensino medio completo. desejavel ensino superior completo ou cursando em marketing, administracao de empresas, economia, ou areas correlatas.",,,SP,vaga de assistente de vendas em sao paulo - sp,analista de negocios ,-23.5506507,-46.6333824
1360,sao paulo,"resgatar pedidos da multiplus / grand ecole atraves da plataforma. conferencia / cadastro de novos clientes. digitacao dos pedidos. acompanhamento todo o processo. extrair relatorios para analises diversas. ensino medio completo. pacote office. organizacao, foco no trabalho, velocidade, eficiencia na execucao e transparencia.",,,SP,vaga de assistente aminstrativo de vendas em sao paulo - sp,analista de negocios ,-23.5506507,-46.6333824
1361,sao jose do rio preto,"como sera o seu dia a dia: auxiliar gestores e atendentes das lojas da mrv. alimentar planilhas e apoiar nos relatorios referente a area comercial. auxiliar no atendimento ao cliente. dar suporte aos materiais dos atendentes de vendas. confeccao de planilhas de controle. digitacao de dados, impressao e conferencia de contratos. controle e pedido de materiais. organizacao e administracao geral do espaco. o que procuramos: pessoas comunicativas, que tenham facilidade em aprender coisas novas e que gostam de desafios. o que esperamos de voce: desejavel ensino superior cursando ou completo: relacionados a administracao, vendas e/ou gestao. dominio em pacote office e internet. competencias desejaveis: ter experiencia com atendimento ao cliente, vendas, comercial e/ou rotina administrativas. conhecimento do mercado imobiliario (diferencial). conhecimento de credito imobiliario (diferencial).",,,SP,vaga de assistente de vendas em sao jose do rio preto - sp,analista de negocios ,-20.8125851,-49.3804212
1362,sao paulo,"- receber e conferir a documentacao de empresas a serem implantadas;
 - fazer o controle de documentos e chamados do setor atraves de sistemas e planilhas;
 - ser responsavel pelo cadastro (inclusoes e alteracoes) de informacoes das empresas clientes;
 - ser responsavel por compreender tecnicamente o sistema e criar manuais/procedimentos;
 - validar descontos vigentes dos contratos;
 - tabular e scanear documentos da area;
 - demais funcoes relacionadas ao back-office da area.",,,SP,vaga de assistente ii vendas em sao paulo - sp,analista de negocios ,-23.5506507,-46.6333824
1363,jundiai,"responsavel por prestar suporte administrativo a area comercial, preparando relatorios, organizando cadastro de clientes e acompanhando negociacoes. atribuicoes / responsabilidades: realizar cadastro de novos clientes e atualizar informacoes existentes. prestar suporte na elaboracao de proposta, emissao de pedidos e orcamentos de vendas. identificar e executar atividades de suporte a equipe comercial. acompanhar os clientes na pos-venda e prestar informacoes necessarias. executar atividades administrativas da area como: planilhas, relatorios, e-mails, entre outras. experiencia na funcao. habilidade em comunicacao e trabalho em equipe. bom relacionamento interpessoal, dinamismo e motivacao. boa comunicacao verbal e escrita. desejavel ensino superior. conhecimentos no pacote office.",,,SP,vaga de assistente de vendas em jundiai - sp,analista de negocios ,-23.1887866,-46.8845122
1364,ribeirao preto,"controla pedidos e elabora relatorios sobre as vendas realizadas, fechadas e canceladas. acompanha os clientes na pos-venda e presta auxilio em informacoes referentes aos pedidos, datas de entrega etc. dominio em pacote office, caculadora hp, atendimento de cliente, elaboracao de planilhas. ensino superior cursando, administracao, contabeis ou area correlatas.",,,SP,vaga de assistente de vendas em ribeirao preto - sp,analista de negocios ,-21.178333,-47.8066671
1365,taubate,"atuara no centro automotivo, responsavel por dar suporte ao vendedor, cuidar do estoque de pecas. ensino medio completo. necessario experiencia na funcao. ter experiencia no segmento de auto pecas sera um diferencial.",,,SP,vaga de assistente de vendas em taubate - sp,analista de negocios ,-23.031448,-45.5612792
1366,campinas,"atuar na prospeccao de novos fornecedores no brasil e exterior, identificacao de novos negocios junto aos nossos clientes, solicitacao e negociacoes de cotacoes no brasil e exterior. elaboracao, apresentacao, negociacao e follow-up de propostas a clientes, organizacao e estruturacao de carteira de fornecedores, definicao junto com a diretoria de produtos alvos, identificacao, negociacao e consolidacao de novas parcerias internacionais, gestao de carteira de clientes, alimentando sempre a sua rede de fornecedores no brasil e exterior sobre estes resultados. experiencia na area de vendas e administracao de vendas.",,,SP,vaga de assistente vendas em campinas - sp,analista de negocios ,-22.90556,-47.06083
1367,vinhedo,"controlar pedidos e elabora relatorios sobre as vendas realizadas, fechadas e canceladas. acompanha os clientes na pos-venda e presta auxilio em informacoes referentes aos pedidos, datas de entrega etc. experiencia no segmento industrial. envio de roposta,pedidos,gerenciamento da carteira dos clientes.",,,SP,vaga de assistente de vendas em vinhedo - sp,analista de negocios ,-23.0295183,-46.9756292
1368,sao paulo,"a cucinare esta contratando! atuamos no segmento ha 18 anos, temos o objetivo de continuar crescendo como negocio, mantendo a nossa essencia, a nossa proximidade com cada um dos nossos clientes e a sinergia entre os nossos profissionais. e que cada um consiga espelhar-se em suas acoes os valores que cultivamos: o respeito, a atitude, a inovacao, a excelencia e a hospitalidade. porque e bom trabalhar com a gente? porque estamos em um momento de expansao dos negocios, o ambiente e de pura aprendizagem e estimula o desenvolvimento individual e organizacional. o que e para fazer? - forte atuacao na area de educacao corporativa, implementacao de escolas e trilhas de aprendizagem baseando-se na estrategia da organizacao. elaboracao de materiais de treinamentos e conducao de sala de aula. atuar como consultor interno, dando suporte aos gestores em todas as acoes relacionadas ao rh e aos funcionarios no desenvolvimento profissional e nas relacoes. ser responsavel pelo endomarketing da area de rh. participacao na construcao das politicas relacionadas a area. responsavel pelos eventos, festas e convencoes. o que e legal ter? gostar do contato com pessoas, ser guardiao dos valores organizacionais e atuar no fortalecimento da cultura. o que oferecemos? remuneracao compativel com o mercado, assistencia medica e odontologica, cesta basica, vale transporte, plr, parcerias (interclube e sesi), incentivo educacional e refeicao no local.",,,SP,vaga de analista de educacao corporativa - business partner em sao paulo - sp,analista de negocios ,-23.5506507,-46.6333824
1369,sao paulo,"facilitar e auxiliar o candidato na escolha de sua carreira dentro da instituicao, por meio de acoes de relacionamento via telefone, e-mail e pessoalmente. atuar como consultor do candidato e da familia durante todo o periodo de admissao (funil de admissoes/vendas). ensino medio completo. desejavel ensino superior completo ou cursando em marketing, administracao de empresas, economia, ou areas correlatas.",,,SP,vaga de assistente de vendas em sao paulo - sp,analista de negocios ,-23.5506507,-46.6333824
1370,sao paulo,"resgatar pedidos da multiplus / grand ecole atraves da plataforma. conferencia / cadastro de novos clientes. digitacao dos pedidos. acompanhamento todo o processo. extrair relatorios para analises diversas. ensino medio completo. pacote office. organizacao, foco no trabalho, velocidade, eficiencia na execucao e transparencia.",,,SP,vaga de assistente aminstrativo de vendas em sao paulo - sp,analista de negocios ,-23.5506507,-46.6333824
1371,sao jose do rio preto,"como sera o seu dia a dia: auxiliar gestores e atendentes das lojas da mrv. alimentar planilhas e apoiar nos relatorios referente a area comercial. auxiliar no atendimento ao cliente. dar suporte aos materiais dos atendentes de vendas. confeccao de planilhas de controle. digitacao de dados, impressao e conferencia de contratos. controle e pedido de materiais. organizacao e administracao geral do espaco. o que procuramos: pessoas comunicativas, que tenham facilidade em aprender coisas novas e que gostam de desafios. o que esperamos de voce: desejavel ensino superior cursando ou completo: relacionados a administracao, vendas e/ou gestao. dominio em pacote office e internet. competencias desejaveis: ter experiencia com atendimento ao cliente, vendas, comercial e/ou rotina administrativas. conhecimento do mercado imobiliario (diferencial). conhecimento de credito imobiliario (diferencial).",,,SP,vaga de assistente de vendas em sao jose do rio preto - sp,analista de negocios ,-20.8125851,-49.3804212
1372,sao paulo,"- receber e conferir a documentacao de empresas a serem implantadas;
 - fazer o controle de documentos e chamados do setor atraves de sistemas e planilhas;
 - ser responsavel pelo cadastro (inclusoes e alteracoes) de informacoes das empresas clientes;
 - ser responsavel por compreender tecnicamente o sistema e criar manuais/procedimentos;
 - validar descontos vigentes dos contratos;
 - tabular e scanear documentos da area;
 - demais funcoes relacionadas ao back-office da area.",,,SP,vaga de assistente ii vendas em sao paulo - sp,analista de negocios ,-23.5506507,-46.6333824
